,address,bds,cost
696,"41 Anderson St, Boston, MA",3 bd,"$4,800+"
697,"6 Sparhawk St #10, Brighton, MA 02135",4 bds,"$4,800/mo"
698,"30 Raymond St #36, Allston, MA 02134",5 bds,"$5,400/mo"
699,"25 Eulita Ter #2, Brighton, MA 02135",4 bds,"$4,300/mo"
700,"48 Hereford St, Boston, MA",Studio,"$2,400+"
701,"48 Hereford St, Boston, MA",1 bd,"$2,800+"
702,"107 Columbia Rd, Dorchester, MA",3 bd,"$3,200+"
703,"24 Tremont St #1, Brighton, MA 02135",3 bds,"$3,400/mo"
704,"20 Shanley St, Brighton, MA",1 bd,"$2,750+"
705,"20 Shanley St, Brighton, MA",2 bd,"$2,800+"
706,"70 Empire St, Allston, MA",2 bd,"$2,800+"
707,"70 Empire St, Allston, MA",3 bd,"$3,300+"
708,"55 Leicester St, Brighton, MA",3 bd,"$2,700+"
709,"55 Leicester St, Brighton, MA",5 bd,"$5,050+"
710,"1435 Tremont St, Boston, MA",2 bd,"$4,499+"
711,"1435 Tremont St, Boston, MA",4 bd,"$7,999+"
712,"161 Kelton St, Allston, MA",Studio,"$1,875+"
713,"161 Kelton St, Allston, MA",1 bd,"$2,050+"
714,"26 Harbor View St, Boston, MA",3 bd,"$3,300+"
715,"26 Harbor View St, Boston, MA",4 bd,"$3,200+"
716,"288 Foster St, Boston, MA",4 bd,"$6,200+"
717,"288 Foster St, Boston, MA",5 bd,"$7,200+"
718,"123 Sutherland Rd, Brighton, MA",Studio,"$2,695+"
719,"123 Sutherland Rd, Brighton, MA",1 bd,"$2,600+"
720,"123 Sutherland Rd, Brighton, MA",2 bd,"$3,195+"
721,"123 Sutherland Rd, Brighton, MA",4 bd,"$4,200+"
722,"2 Ayr Rd, Brighton, MA",1 bd,"$2,275+"
723,"110-120 Brainerd Rd, Allston, MA",1 bd,"$2,400+"
724,"110-120 Brainerd Rd, Allston, MA",2 bd,"$2,950+"
725,"1645 Commonwealth Ave, Brighton, MA",Studio,"$1,950+"
726,"1645 Commonwealth Ave, Brighton, MA",1 bd,"$2,100+"
727,"1645 Commonwealth Ave, Brighton, MA",2 bd,"$2,500+"
728,"1645 Commonwealth Ave, Brighton, MA",4 bd,"$3,750+"
729,"40-42 Anderson Pl, Boston, MA",Studio,"$2,100+"
730,"40-42 Anderson Pl, Boston, MA",1 bd,"$2,800+"
731,"40-42 Anderson Pl, Boston, MA",2 bd,"$3,300+"
732,"106 Queensberry St, Boston, MA",1 bd,"$3,300+"
733,"42 8th St, Charlestown, MA",1 bd,"$2,650+"
734,"79 N Margin St, Boston, MA",1 bd,"$2,600+"
