address,bds,cost,distance_neu,distance_harvard,distance_mit,distance_bu,lat,lng
"AVA Back Bay | 790 Boylston St, Boston, MA",2,6085,2.1 km,6.2 km,2.5 km,1.5 km,42.3479389,-71.0816542
"AVA Back Bay | 790 Boylston St, Boston, MA",3,8660,2.1 km,6.2 km,2.5 km,1.5 km,42.3479389,-71.0816542
"80 Fuller Street, 80 Fuller St, Dorchester Center, MA 02124",3,4500,11.2 km,18.6 km,16.6 km,17.4 km,42.2825398,-71.06930059999999
"Gardner Terrace, 9 Gardner Ter, Allston, MA 02134",3,4200,6.1 km,2.4 km,5.3 km,1.1 km,42.3535743,-71.1258921
"Ora Seaport | 899 Congress St, Boston, MA",Studio,2926,5.7 km,10.0 km,8.1 km,10.0 km,42.3478898,-71.0370646
"Ora Seaport | 899 Congress St, Boston, MA",1,3992,5.7 km,10.0 km,8.1 km,10.0 km,42.3478898,-71.0370646
"Ora Seaport | 899 Congress St, Boston, MA",2,5298,5.7 km,10.0 km,8.1 km,10.0 km,42.3478898,-71.0370646
"Ora Seaport | 899 Congress St, Boston, MA",3,7513,5.7 km,10.0 km,8.1 km,10.0 km,42.3478898,-71.0370646
"16-18 Highgate, 16 Highgate St #303, Allston, MA 02134",2,3895,5.5 km,1.8 km,4.7 km,1.4 km,42.3553824,-71.1315991
"Trac 75 | 75 Braintree St, Allston, MA",Studio,3115,5.5 km,1.8 km,4.7 km,1.7 km,42.35642439999999,-71.1355537
"Trac 75 | 75 Braintree St, Allston, MA",1,3000,5.5 km,1.8 km,4.7 km,1.7 km,42.35642439999999,-71.1355537
"Trac 75 | 75 Braintree St, Allston, MA",2,4130,5.5 km,1.8 km,4.7 km,1.7 km,42.35642439999999,-71.1355537
"BLDG 89 | 89 Brighton Ave, Allston, MA",1,3347,5.5 km,1.9 km,4.7 km,1.7 km,42.3529726,-71.1296533
"The Bennington, 917 Bennington St #206, Boston, MA 02128",2,3200,11.5 km,16.6 km,10.2 km,11.0 km,42.3854085,-71.0098173
"The Brookliner | 5 Washington St, Brighton, MA",Studio,3332,4.6 km,3.7 km,5.7 km,2.4 km,42.342547,-71.140017
"The Brookliner | 5 Washington St, Brighton, MA",1,3384,4.6 km,3.7 km,5.7 km,2.4 km,42.342547,-71.140017
"The Brookliner | 5 Washington St, Brighton, MA",2,4498,4.6 km,3.7 km,5.7 km,2.4 km,42.342547,-71.140017
"80 Sutherland | 80 Sutherland Rd, Brighton, MA",1,2400,5.6 km,4.1 km,6.6 km,3.3 km,42.3390923,-71.14933289999999
"80 Sutherland | 80 Sutherland Rd, Brighton, MA",2,2750,5.6 km,4.1 km,6.6 km,3.3 km,42.3390923,-71.14933289999999
"Westland Avenue | 66 Westland Ave, Boston, MA",1,2151,0.2 km,5.9 km,2.7 km,1.3 km,42.34365349999999,-71.0888971
"Westland Avenue | 66 Westland Ave, Boston, MA",2,2850,0.2 km,5.9 km,2.7 km,1.3 km,42.34365349999999,-71.0888971
"100 Pier 4 | 100 Pier 4 Blvd, Boston, MA",Studio,3252,5.4 km,10.1 km,7.6 km,8.4 km,42.3514811,-71.0433491
"100 Pier 4 | 100 Pier 4 Blvd, Boston, MA",1,3778,5.4 km,10.1 km,7.6 km,8.4 km,42.3514811,-71.0433491
